0.133		0.0476	0.0317	1.0000
0.533		0.0476	0.0317	0.9841
0.933		0.0635	0.0159	1.0159
1.333		0.0635	0.0159	0.9841
1.733		0.0317	0.0317	1.0000
2.133		0.0476	0.0476	1.0000
2.233		0.0476	-0.0159	1.0000
2.633		0.0635	0.0317	1.0000
3.033		0.0476	0.0159	0.9841
3.433		0.0635	0.0317	0.9841
3.833		0.0794	0.0159	1.0000
4.233		0.0635	0.0159	1.0000
4.633		0.0476	0.0159	1.0159
5.033		0.0635	0.0317	1.0000
5.433		0.0476	0.0317	1.0159
6.099		0.0317	0.0159	1.0000
6.499		0.0476	0.0159	1.0000
6.899		0.0794	0.0159	1.0000
7.299		0.0317	0.0000	1.0000
7.699		0.0317	0.0317	1.0000
8.099		0.0476	0.0476	1.0000
8.499		0.0476	0.0317	1.0000
8.899		0.0476	0.0000	1.0000
9.299		0.0635	0.0159	1.0000
9.699		0.0476	0.0159	0.9841
10.099	0.0476	0.0159	0.9841
10.499	0.0635	0.0317	1.0000
10.899	0.0476	0.0159	1.0000
11.299	0.0794	0.0159	1.0000
11.699	0.0635	0.0317	1.0000
12.099	0.0635	0.0159	1.0000
12.499	0.0476	0.0476	0.9841
12.899	0.0317	0.0159	0.9841
13.299	0.0476	0.0317	1.0000
13.699	0.0476	0.0317	1.0000
14.099	0.0476	0.0159	0.9683
14.499	0.0635	0.0317	0.9841
14.899	0.0635	0.0159	1.0159
15.299	0.0476	0.0159	1.0000
15.699	0.0476	0.0159	0.9841

