0.065		0.0317	0.0159	0.9841
0.465		0.0317	0.0000	1.0159
0.864		0.0317	0.0159	1.0159
1.264		0.0317	0.0159	1.0000
1.664		0.0317	0.0159	1.0000
2.064		0.0317	0.0317	1.0000
2.464		0.0159	0.0159	1.0159
2.864		0.0317	0.0159	1.0000
3.264		0.0159	0.0159	1.0000
3.664		0.0159	0.0159	1.0000
4.064		0.0317	0.0317	1.0159
4.464		0.0317	0.0159	1.0000
4.864		0.0159	0.0159	1.0000
5.264		0.0159	0.0159	0.9841
5.664		0.0159	0.0000	1.0000
6.064		0.0317	0.0159	1.0000
6.464		0.0159	0.0159	1.0000
6.864		0.0159	0.0317	0.9841
7.264		0.0317	0.0159	1.0000
7.664		0.0159	0.0000	0.9841
8.064		0.0000	0.0159	0.9841
8.464		0.0159	0.0159	0.9841
8.864		0.0476	0.0000	0.9841
9.264		0.0159	0.0159	1.0000
9.664		0.0317	0.0000	0.9841
10.064	0.0159	0.0317	0.9841
10.464	0.0159	0.0000	1.0000
10.864	0.0159	0.0317	1.0000
11.264	0.0159	0.0159	1.0000
11.664	0.0159	0.0159	0.9841
12.064	0.0000	0.0317	1.0000
12.464	0.0317	0.0159	0.9841
12.864	0.0317	0.0159	1.0000
13.264	0.0159	0.0159	0.9841
13.664	0.0159	0.0000	0.9683
14.064	0.0317	0.0159	0.9841
14.464	0.0159	0.0317	1.0000
14.864	0.0317	0.0159	1.0159
15.264	0.0159	0.0317	0.9841
