0.0650 0.0000 -0.0317 1.0000 
0.4650 -0.0159 -0.0317 1.0000 
0.8640 -0.0159 -0.0317 0.9841 
1.2640 0.0000 0.0000 0.9841 
1.6640 -0.0159 0.0000 0.9841 
2.0640 -0.0159 -0.0159 1.0000 
2.4640 -0.0159 -0.0159 1.0000 
2.8640 -0.0159 -0.0159 0.9841 
3.2640 -0.0317 -0.0159 1.0000 
3.6640 -0.0317 -0.0476 0.9841 
3.7980 0.0000 0.0159 1.0000 
3.9310 -0.0159 -0.0476 0.9841 
3.9980 0.0000 0.0159 1.0159 
4.1310 0.0000 -0.0476 1.0000 
4.5310 -0.0159 -0.0159 1.0317 
5.2640 -0.0159 -0.0317 0.9841 
5.6640 -0.0317 -0.0159 1.0000 
6.0640 0.0000 -0.0159 1.0000 
6.4640 -0.0159 -0.0159 1.0000 
6.8640 0.0000 0.0000 1.0000 
7.2640 -0.0159 -0.0159 0.9841 
7.6640 0.0000 -0.0159 1.0000 
